S No,Vehicle Category,State,Year,Vehicle Class,Value
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,17
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,126
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,18
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tow Truck,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Tow Truck,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tow Truck,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Tow Truck,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Tow Truck,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tow Truck,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Tow Truck,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Tow Truck,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Breakdown Van,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,7
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,25
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,1
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Breakdown Van,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Breakdown Van,4
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Breakdown Van,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Breakdown Van,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Breakdown Van,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Breakdown Van,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Breakdown Van,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Breakdown Van,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,20
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,207
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,30
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Recovery Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tower Wagon,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,1
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,12
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,2
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tower Wagon,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Tower Wagon,12
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tower Wagon,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Tower Wagon,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Tower Wagon,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tower Wagon,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Tower Wagon,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Tower Wagon,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,3
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Tree Trimming Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,"1,706"
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,288
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,"2,344"
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,"41,684"
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Construction Equipment Vehicle,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),42
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),"8,709"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),66
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Omni Bus (Private Use),0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Road Roller,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Road Roller,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Road Roller,168
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Road Roller,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Road Roller,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Road Roller,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Road Roller,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Road Roller,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Road Roller,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Excavator (NT),0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Excavator (NT),0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Excavator (NT),"6,191"
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Excavator (NT),0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Excavator (NT),0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Excavator (NT),0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Excavator (NT),0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Excavator (NT),0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Excavator (NT),0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Bulldozer,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Bulldozer,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Bulldozer,6
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Bulldozer,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Bulldozer,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Bulldozer,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Bulldozer,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Bulldozer,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Bulldozer,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Harvester,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Harvester,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Harvester,"17,872"
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Harvester,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Harvester,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Harvester,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Harvester,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Harvester,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Harvester,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),7
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),"44,317"
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),"2,601"
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Trailer (Agricultural),0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,34
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,359
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Earth Moving Equipment,"5,154"
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Earth Moving Equipment,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,61
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
10,MEDIUM PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
11,OTHER THAN MENTIONED ABOVE,All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
12,THREE WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
13,THREE WHEELER(NT),All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
14,THREE WHEELER(T),All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
15,TWO WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
16,TWO WHEELER(NT),All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
17,TWO WHEELER(T),All Vahan4 Running States (35/36),2025,Trailer For Personal Use,0
1,FOUR WHEELER (INVALID CARRIAGE),All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
2,HEAVY GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
3,HEAVY MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
4,HEAVY PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
5,LIGHT GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
6,LIGHT MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),8
7,LIGHT PASSENGER VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
8,MEDIUM GOODS VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
9,MEDIUM MOTOR VEHICLE,All Vahan4 Running States (35/36),2025,Quadricycle (Private),0
